1,1.7436381029828714e-33,1.5903795758872454e-56,1.0,truepos
2,8.990296956477064e-62,9.825732103057513e-105,1.0,truepos
3,3.579233582153209e-51,4.666888743716248e-50,0.07123119252115577,falseneg
4,3.278809725606628e-56,2.3150995525565e-72,0.9999999999999999,truepos
5,9.954769720328364e-64,4.3407467982133656e-119,1.0,truepos
6,5.073038126193505e-62,1.1262678938987289e-87,1.0,truepos
7,2.3290607062691962e-42,2.5353474011340193e-57,0.9999999999999989,truepos
8,1.53722183584341e-124,5.808280039147914e-277,1.0,truepos
9,1.0505068100812083e-43,7.461785007888965e-68,1.0,truepos
10,2.1288970227358017e-63,7.070442682142753e-145,1.0,truepos
11,2.962899292707764e-70,2.4092030326180364e-140,1.0,truepos
12,1.7934872436972097e-73,1.2692943492886865e-136,1.0,truepos
13,1.701873777761147e-31,8.143521295760768e-49,1.0,truepos
14,3.396961276830226e-39,9.42894895600606e-79,1.0,truepos
15,1.5958689595955843e-47,9.280875920843676e-112,1.0,truepos
16,1.0202183290289982e-46,4.857381467706943e-95,1.0,truepos
17,1.301291005530353e-116,1.3611043699005952e-164,1.0,truepos
18,9.200017374684195e-62,5.902592132785316e-88,1.0,truepos
19,1.4264704013158837e-39,2.2813562715466302e-86,1.0,truepos
20,3.4973436540652536e-65,2.3088123916523753e-151,1.0,truepos
21,5.285439538720194e-65,3.5682086740035366e-146,1.0,truepos
22,2.564305802554311e-41,2.580465323436227e-87,1.0,truepos
23,8.829362345413277e-71,7.066612197775096e-152,1.0,truepos
24,5.162396624443086e-49,6.736046272045091e-75,1.0,truepos
25,6.261733017672747e-68,6.994539524708698e-80,0.9999999999988829,truepos
26,1.451482035261032e-129,1.2827300890164651e-45,1.1315568627332643e-84,falseneg
27,3.90929780390605e-38,6.120182307853854e-87,1.0,truepos
28,1.9028290014682272e-38,4.4559770111718747e-69,1.0,truepos
29,1.560250779559492e-104,2.2497167533658987e-173,1.0,truepos
30,8.327455385772087e-114,1.4482611742878612e-250,1.0,truepos
31,5.063768969368755e-72,5.561532374645746e-177,1.0,truepos
32,6.404688044827311e-33,1.1499939887333377e-53,1.0,truepos
33,2.363122881383875e-35,2.7542552637217784e-81,1.0,truepos
34,2.3584448591775494e-67,4.7812142801357796e-88,1.0,truepos
35,2.363122881383875e-35,2.7542552637217784e-81,1.0,truepos
36,4.628802699029611e-33,1.3030637241491318e-65,1.0,truepos
37,1.1684768912469209e-76,1.0270290915902236e-102,1.0,truepos
38,4.971996497149275e-39,4.236667699993418e-45,0.9999991478947959,truepos
39,2.1251442196577056e-56,8.276153455337595e-129,1.0,truepos
40,7.85062810475061e-36,2.370380309549924e-69,1.0,truepos
41,2.549725545508562e-43,9.872523277319265e-90,1.0,truepos
42,2.4562465438606117e-61,5.668207653506133e-138,1.0,truepos
43,7.294904296342504e-96,2.9058484079759376e-211,1.0,truepos
44,1.2446043502322124e-56,3.344294732587641e-126,1.0,truepos
45,1.0959410781980375e-60,1.6082767193189598e-79,1.0,truepos
